Municipio,Cod_Municipio,Provincia,Cod_Provincia,Población,Longitud,Latitud,CoordenadaX,CoordenadaY,Posición,presencia_de_comercio,Tiene_Hospital,Transplantes,Dificultad_Acceso,Accidentes_Raw,Accidentes_Por_Carretera,tiene_centro,DENSIDADMM,4G
SOTILLO DE LA ADRADA,240,ÁVILA,5,5003,-4.580612,40.292542,365654.18,4461425.9,"40.292542, -4.580612",0,0,0,0.8,3.8755376344086025,0.0117,1,0.03091745739,1.0
TOLBAÑOS,243,ÁVILA,5,86,-4.581197,40.751776,366518.69,4512404.97,"40.751776, -4.581197",0,0,0,0.11,0.1088709677419354,0.0002,1,0.0003690426665,0.9859
VALDECASA,252,ÁVILA,5,56,-5.011577,40.659187,329949.49,4502870.09,"40.659187, -5.011577",0,0,0,0.14,0.1088709677419354,0.0002,1,0.0006546230678,0.4683
VITA,265,ÁVILA,5,71,-5.005955,40.812382,330813.58,4519866.15,"40.812382, -5.005955",0,0,0,0.15,0.1088709677419354,0.0002,1,0.001244058432,1.0
AGUILAR DE BUREBA,7,BURGOS,9,50,-3.328516,42.590132,473045.87,4715353.58,"42.590132, -3.328516",0,0,0,0.17,0.4078167115902965,0.0012,1,0.001506922663,1.0
ALFOZ DE SANTA GADEA,12,BURGOS,9,101,-3.952068,42.955776,422342.63,4756343.49,"42.955776, -3.952068",0,0,0,0.88,0.4078167115902965,0.0012,1,0.0007270080312,0.8703000000000001
ANGUIX,17,BURGOS,9,156,-3.931087,41.752741,422591.41,4622742.82,"41.752741, -3.931087",0,0,0,0.24,0.4078167115902965,0.0012,1,0.003145595244,1.0
ARIJA,25,BURGOS,9,115,-3.944988,42.993881,422967.71,4760568.5,"42.993881, -3.944988",0,0,0,0.89,0.4078167115902965,0.0012,1,0.004242004215,1.0
ARRAYA DE OCA,27,BURGOS,9,53,-3.398138,42.415773,467242.64,4696017.5,"42.415773, -3.398138",0,0,0,0.14,0.4078167115902965,0.0012,1,0.0009226975273,1.0
BAHABÓN DE ESGUEVA,33,BURGOS,9,84,-3.728434,41.861384,439541.93,4634642.51,"41.861384, -3.728434",0,0,0,0.2,2.657816711590296,0.008,1,0.0009381136974,1.0
BAÑOS DE VALDEARADOS,35,BURGOS,9,318,-3.556407,41.771227,453754.93,4624525.88,"41.771227, -3.556407",0,0,0,0.23,0.4078167115902965,0.0012,1,0.002328783039,1.0
BARBADILLO DE HERREROS,37,BURGOS,9,104,-3.1771,42.149517,485367.37,4666392.3,"42.149517, -3.1771",0,0,0,0.19,0.4078167115902965,0.0012,1,0.0003898171368,1.0
BARRIOS DE COLINA,44,BURGOS,9,55,-3.461802,42.395947,461992.59,4693842.53,"42.395947, -3.461802",0,0,0,0.12,0.4078167115902965,0.0012,1,0.0006027298235,1.0
BASCUÑANA,46,BURGOS,9,18,-3.082748,42.424312,493192.73,4696892.15,"42.424312, -3.082748",0,0,0,0.2,0.4078167115902965,0.0012,1,0.000644115272,1.0
BRAZACORTA,55,BURGOS,9,45,-3.367476,41.717094,469432.07,4618431.47,"41.717094, -3.367476",0,0,0,0.26,0.4078167115902965,0.0012,1,0.000548505721,1.0
CABAÑES DE ESGUEVA,61,BURGOS,9,149,-3.784695,41.831291,434841.81,4631342.57,"41.831291, -3.784695",0,0,0,0.21,0.4078167115902965,0.0012,1,0.001570213469,1.0
CARCEDO DE BURGOS,72,BURGOS,9,484,-3.622927,42.286212,448642.39,4681742.66,"42.286212, -3.622927",0,0,0,0.09,0.4078167115902965,0.0012,1,0.005158960742,1.0
CARRIAS,76,BURGOS,9,24,-3.284185,42.48163,476642.74,4703292.45,"42.48163, -3.284185",0,0,0,0.16,0.4078167115902965,0.0012,1,0.0004331090591,1.0
CASTILDELGADO,82,BURGOS,9,28,-3.085195,42.436243,492992.73,4698217.16,"42.436243, -3.085195",0,0,0,0.2,0.4078167115902965,0.0012,1,0.001878708318,1.0
CASTRILLO MOTA DE JUDÍOS,90,BURGOS,9,52,-4.172776,42.307578,403342.0,4684593.14,"42.307578, -4.172776",0,0,0,0.17,0.4078167115902965,0.0012,0,0.0005713669256,1.0
CILLERUELO DE ABAJO,103,BURGOS,9,209,-3.794648,41.884436,434069.97,4637250.66,"41.884436, -3.794648",0,0,0,0.2,0.4078167115902965,0.0012,1,0.001094209753,0.2661
COVARRUBIAS,113,BURGOS,9,505,-3.518868,42.057516,457067.24,4656292.44,"42.057516, -3.518868",0,0,0,0.16,9.2078167115903,0.028,1,0.003428398295,0.9762
CUEVAS DE SAN CLEMENTE,119,BURGOS,9,45,-3.568761,42.129783,452992.29,4664342.58,"42.129783, -3.568761",0,0,0,0.13,9.457816711590294,0.0288,1,0.0008479279938,1.0
FRESNEDA DE LA SIERRA TIRÓN,129,BURGOS,9,97,-3.136604,42.314386,488742.64,4684692.19,"42.314386, -3.136604",0,0,0,0.19,0.4078167115902965,0.0012,1,0.0003895475279,1.0
FRESNO DE RÍO TIRÓN,132,BURGOS,9,160,-3.175839,42.459782,485542.75,4700842.3,"42.459782, -3.175839",0,0,0,0.18,0.4078167115902965,0.0012,1,0.004679315608,1.0
FUENTELCÉSPED,137,BURGOS,9,273,-3.640806,41.591514,446591.78,4604622.34,"41.591514, -3.640806",0,0,0,0.28,0.4078167115902965,0.0012,1,0.003195865389,0.5296000000000001
FUENTESPINA,141,BURGOS,9,816,-3.683701,41.631349,443051.7,4609072.4,"41.631349, -3.683701",0,0,0,0.27,5.957816711590302,0.0181,1,0.01842099566,1.0
GRISALEÑA,149,BURGOS,9,53,-3.264364,42.591522,478309.89,4715489.53,"42.591522, -3.264364",0,0,0,0.18,0.4078167115902965,0.0012,1,0.0009277085801,1.0
HACINAS,154,BURGOS,9,149,-3.287554,41.985985,476180.22,4648260.09,"41.985985, -3.287554",0,0,0,0.2,22.85781671159027,0.0697,1,0.005152997748,0.9061
HONTORIA DE VALDEARADOS,164,BURGOS,9,164,-3.520242,41.743167,456741.95,4621391.76,"41.743167, -3.520242",0,0,0,0.24,0.4078167115902965,0.0012,1,0.001277915079,0.9985
HORNILLOS DEL CAMINO,167,BURGOS,9,46,-3.926326,42.339102,423692.21,4687842.91,"42.339102, -3.926326",0,0,0,0.12,0.4078167115902965,0.0012,1,0.0009898959519,1.0
HUERTA DE REY,174,BURGOS,9,881,-3.348187,41.840641,471092.14,4632141.66,"41.840641, -3.348187",0,0,0,0.23,0.4078167115902965,0.0012,1,0.002408247459,0.9983
IBEAS DE JUARROS,177,BURGOS,9,1445,-3.536577,42.330328,455792.49,4686592.57,"42.330328, -3.536577",0,0,0,0.1,18.30781671159028,0.0558,1,0.002912505797,0.9839
LA HORRA,168,BURGOS,9,303,-3.873493,41.741033,427366.45,4621392.74,"41.741033, -3.873493",0,0,0,0.24,0.4078167115902965,0.0012,0,0.002739851268,1.0
LA PUEBLA DE ARGANZÓN,276,BURGOS,9,557,-2.83136,42.766841,513797.4,4734937.22,"42.766841, -2.83136",0,0,0,0.84,0.4078167115902965,0.0012,0,0.007981670282,1.0
LA VID Y BARRIOS,421,BURGOS,9,245,-3.487962,41.628684,459354.0,4608665.78,"41.628684, -3.487962",0,0,0,0.27,0.4078167115902965,0.0012,0,0.00185174974,1.0
LERMA,194,BURGOS,9,2556,-3.759314,42.02736,437142.19,4653092.84,"42.02736, -3.759314",0,0,0,0.16,17.50781671159028,0.0534,1,0.004249322719,0.9983
LOS AUSINES,30,BURGOS,9,165,-3.591431,42.225586,451192.36,4674992.62,"42.225586, -3.591431",0,0,0,0.11,0.4078167115902965,0.0012,0,0.00100387227,0.9542
MAHAMUD,198,BURGOS,9,105,-3.941882,42.120352,422142.34,4663568.13,"42.120352, -3.941882",0,0,0,0.15,0.4078167115902965,0.0012,1,0.0007616650751,1.0
MERINDAD DE CUESTA-URRIA,213,BURGOS,9,270,-3.418599,42.841895,465793.31,4743342.67,"42.841895, -3.418599",0,0,0,0.85,0.4078167115902965,0.0012,0,0.0005531122358,0.9971
MERINDAD DE MONTIJA,214,BURGOS,9,736,-3.470112,43.067273,461723.76,4768392.62,"43.067273, -3.470112",0,0,0,0.91,0.4078167115902965,0.0012,0,0.001965252087,1.0
MERINDAD DE RÍO UBIERNA,906,BURGOS,9,1411,-3.680833,42.437085,444002.46,4698531.67,"42.437085, -3.680833",0,0,0,0.1,0.4078167115902965,0.0012,0,0.001363658598,0.9989
MONCALVILLO,225,BURGOS,9,76,-3.199486,41.954034,483467.14,4644691.96,"41.954034, -3.199486",0,0,0,0.22,0.4078167115902965,0.0012,1,0.000808809837,0.4539
MONTERRUBIO DE LA DEMANDA,226,BURGOS,9,56,-3.112652,42.149598,490692.32,4666392.29,"42.149598, -3.112652",0,0,0,0.2,0.4078167115902965,0.0012,1,0.0009905123172,1.0
NAVA DE ROA,229,BURGOS,9,199,-3.963636,41.612643,419711.32,4607218.31,"41.612643, -3.963636",0,0,0,0.28,0.974483378256964,0.0029,1,0.002469220878,1.0
OQUILLAS,239,BURGOS,9,49,-3.706049,41.830809,441371.87,4631232.39,"41.830809, -3.706049",0,0,0,0.21,0.4078167115902965,0.0012,1,0.0007977663941,1.0
PEDROSA DEL PÁRAMO,257,BURGOS,9,89,-3.976085,42.439456,419721.23,4699031.91,"42.439456, -3.976085",0,0,0,0.13,0.4078167115902965,0.0012,1,0.002119105772,1.0
PUENTEDURA,277,BURGOS,9,122,-3.582175,42.041902,451817.21,4654592.51,"42.041902, -3.582175",0,0,0,0.16,0.4078167115902965,0.0012,1,0.001967057101,1.0
QUINTANABUREBA,280,BURGOS,9,31,-3.366316,42.586767,469942.84,4714992.61,"42.586767, -3.366316",0,0,0,0.17,0.4078167115902965,0.0012,1,0.0006469894925,1.0
RÁBANOS,303,BURGOS,9,79,-3.269499,42.319106,477792.62,4685242.33,"42.319106, -3.269499",0,0,0,0.16,0.4078167115902965,0.0012,1,0.0004971009959,1.0
ROJAS,323,BURGOS,9,60,-3.442423,42.5776,463692.79,4714004.62,"42.5776, -3.442423",0,0,0,0.15,0.4078167115902965,0.0012,1,0.0005862072192,1.0
ALBORNOS,5,ÁVILA,5,175,-4.886271,40.835453,340963.64,4522203.14,"40.835453, -4.886271",0,0,0,0.13,0.1088709677419354,0.0002,1,0.002748343872,1.0
CABIZUELA,45,ÁVILA,5,88,-4.801294,40.90119,348278.76,4529350.12,"40.90119, -4.801294",0,0,0,0.14,0.1088709677419354,0.0002,1,0.001197194769,0.6039
CANALES,46,ÁVILA,5,35,-4.901173,41.003967,340113.88,4540938.23,"41.003967, -4.901173",0,0,0,0.18,0.1088709677419354,0.0002,1,0.001418804409,1.0
CASAVIEJA,54,ÁVILA,5,1394,-4.765808,40.279297,349883.14,4460252.99,"40.279297, -4.765808",0,0,0,0.8,0.1088709677419354,0.0002,1,0.009810406553,1.0
CEBREROS,57,ÁVILA,5,3239,-4.464399,40.454779,375830.38,4479264.91,"40.454779, -4.464399",0,0,0,0.77,97.6088709677419,0.298,1,0.006444980241,1.0
COLLADO DE CONTRERAS,62,ÁVILA,5,145,-4.930021,40.88773,337402.68,4528087.18,"40.88773, -4.930021",0,0,0,0.15,0.1088709677419354,0.0002,1,0.002067167526,1.0
CONSTANZANA,64,ÁVILA,5,99,-4.874063,40.938421,342237.77,4533612.18,"40.938421, -4.874063",0,0,0,0.16,0.1088709677419354,0.0002,1,0.0009389865489,0.3571
EL ARENAL,13,ÁVILA,5,978,-5.086854,40.265212,322551.34,4459282.98,"40.265212, -5.086854",0,0,0,0.83,0.1088709677419354,0.0002,0,0.00971960043,0.9998
EL LOSAR DEL BARCO,112,ÁVILA,5,63,-5.539015,40.392406,284504.69,4474407.11,"40.392406, -5.539015",0,0,0,0.89,0.1088709677419354,0.0002,0,0.001567324301,1.0
EL MIRÓN,129,ÁVILA,5,98,-5.405187,40.531673,296285.68,4489550.04,"40.531673, -5.405187",0,0,0,0.85,0.1088709677419354,0.0002,0,0.0008024385528,1.0
FUENTES DE AÑO,78,ÁVILA,5,88,-4.898007,41.017549,340412.91,4542440.22,"41.017549, -4.898007",0,0,0,0.18,0.1088709677419354,0.0002,1,0.00115832599,1.0
GALLEGOS DE ALTAMIROS,79,ÁVILA,5,60,-4.89866,40.709599,339616.52,4508254.13,"40.709599, -4.89866",0,0,0,0.12,0.1088709677419354,0.0002,1,0.0007144688122,0.9421
GIL GARCÍA,85,ÁVILA,5,47,-5.59615,40.297222,279344.71,4463981.17,"40.297222, -5.59615",0,0,0,0.91,0.1088709677419354,0.0002,0,0.0007182477789,1.0
GUISANDO,89,ÁVILA,5,474,-5.140112,40.221963,317906.39,4454590.04,"40.221963, -5.140112",0,0,0,0.85,0.1088709677419354,0.0002,1,0.003434900796,1.0
GUTIERRE-MUÑOZ,90,ÁVILA,5,64,-4.636491,40.982699,362329.94,4538126.07,"40.982699, -4.636491",0,0,0,0.16,0.1088709677419354,0.0002,0,0.0006924887019,1.0
LA HIJA DE DIOS,96,ÁVILA,5,75,-4.972665,40.533872,332927.42,4488884.06,"40.533872, -4.972665",0,0,0,0.77,0.1088709677419354,0.0002,0,0.001694261079,1.0
LA HORCAJADA,97,ÁVILA,5,457,-5.466432,40.435305,290798.68,4478995.1,"40.435305, -5.466432",0,0,0,0.87,0.1088709677419354,0.0002,0,0.002682740593,0.992
MARTIHERRERO,121,ÁVILA,5,361,-4.781796,40.673934,349408.51,4504088.08,"40.673934, -4.781796",0,0,0,0.09,0.1088709677419354,0.0002,1,0.004228315958,0.9088
MESEGAR DE CORNEJA,126,ÁVILA,5,66,-5.301507,40.501572,304980.66,4485973.85,"40.501572, -5.301507",0,0,0,0.83,0.1088709677419354,0.0002,1,0.001966385896,1.0
MINGORRÍA,128,ÁVILA,5,410,-4.665175,40.751028,359427.66,4512453.01,"40.751028, -4.665175",0,0,0,0.1,0.1088709677419354,0.0002,1,0.003419223072,1.0
MIRUEÑA DE LOS INFANZONES,131,ÁVILA,5,95,-5.093717,40.737499,323212.52,4511726.09,"40.737499, -5.093717",0,0,0,0.16,0.1088709677419354,0.0002,1,0.0007107666566,0.8366
MUÑANA,135,ÁVILA,5,502,-5.014648,40.590961,329516.47,4495302.05,"40.590961, -5.014648",0,0,0,0.77,4.408870967741936,0.0134,1,0.003884728832,0.9999
MUÑOGRANDE,139,ÁVILA,5,74,-4.921427,40.821577,337965.62,4520727.15,"40.821577, -4.921427",0,0,0,0.14,0.1088709677419354,0.0002,1,0.001143155027,0.9985
MUÑOSANCHO,142,ÁVILA,5,88,-5.035046,40.921973,328642.68,4532089.21,"40.921973, -5.035046",0,0,0,0.17,0.1088709677419354,0.0002,1,0.001162395728,1.0
MUÑOTELLO,143,ÁVILA,5,49,-5.040689,40.542697,327188.46,4489994.97,"40.542697, -5.040689",0,0,0,0.78,0.1088709677419354,0.0002,1,0.0006385214649,0.9317
NAVALPERAL DE TORMES,162,ÁVILA,5,77,-5.30008,40.352879,304671.63,4469463.87,"40.352879, -5.30008",0,0,0,0.85,0.1088709677419354,0.0002,1,0.0003099341137,1.0
NAVALUENGA,163,ÁVILA,5,2172,-4.708148,40.412733,355071.21,4474968.99,"40.412733, -4.708148",0,0,0,0.77,0.1088709677419354,0.0002,1,0.008023898734,1.0
NAVATALGORDO,169,ÁVILA,5,237,-4.869799,40.415394,341361.26,4475542.03,"40.415394, -4.869799",0,0,0,0.77,0.1088709677419354,0.0002,1,0.003192238622,1.0
NEILA DE SAN MIGUEL,171,ÁVILA,5,62,-5.651008,40.424615,275105.66,4478262.11,"40.424615, -5.651008",0,0,0,0.91,0.1088709677419354,0.0002,1,0.002094965771,0.1934
PASCUALCOBO,181,ÁVILA,5,39,-5.277265,40.655339,307476.62,4502990.99,"40.655339, -5.277265",0,0,0,0.19,0.1088709677419354,0.0002,1,0.0005827109813,1.0
RIVILLA DE BARAJAS,196,ÁVILA,5,56,-4.987756,40.901297,332572.68,4529702.19,"40.901297, -4.987756",0,0,0,0.16,0.1088709677419354,0.0002,1,0.0006345341325,1.0
SAN JUAN DEL OLMO,213,ÁVILA,5,81,-5.05025,40.653173,326664.49,4502278.05,"40.653173, -5.05025",0,0,0,0.14,0.1088709677419354,0.0002,1,0.0006561062165,0.4349
SANCHORREJA,205,ÁVILA,5,79,-4.914851,40.664841,338140.48,4503315.12,"40.664841, -4.914851",0,0,0,0.12,0.1088709677419354,0.0002,1,0.0005582989086,0.9985
SANTA MARÍA DEL CUBILLO,902,ÁVILA,5,322,-4.472778,40.742212,375653.72,4511183.93,"40.742212, -4.472778",0,0,0,0.12,3.942204301075269,0.012,1,0.001251987203,0.9858
SANTO TOMÉ DE ZABARCOS,230,ÁVILA,5,71,-4.910307,40.787784,338821.59,4516955.14,"40.787784, -4.910307",0,0,0,0.13,0.1088709677419354,0.0002,1,0.002221676415,1.0
SOLANA DE RIOALMAR,237,ÁVILA,5,138,-5.010111,40.737923,330273.53,4511608.12,"40.737923, -5.010111",0,0,0,0.14,0.1088709677419354,0.0002,0,0.001038327068,1.0
TORMELLAS,244,ÁVILA,5,35,-5.509627,40.304933,286723.7,4464625.18,"40.304933, -5.509627",0,0,0,0.9,0.1088709677419354,0.0002,1,0.001008473165,1.0
VILLAFRANCA DE LA SIERRA,257,ÁVILA,5,134,-5.229974,40.497326,311030.62,4485346.75,"40.497326, -5.229974",0,0,0,0.82,0.1088709677419354,0.0002,1,0.0008438653014,1.0
ALBILLOS,9,BURGOS,9,214,-3.791095,42.276171,434767.27,4680742.83,"42.276171, -3.791095",0,0,0,0.1,0.4078167115902965,0.0012,1,0.004848552605,1.0
AMEYUGO,16,BURGOS,9,108,-3.061089,42.656227,494993.09,4722642.37,"42.656227, -3.061089",0,0,0,0.23,0.4078167115902965,0.0012,1,0.002440298235,1.0
ARANDA DE DUERO,18,BURGOS,9,33757,-3.689244,41.67155,442625.69,4613539.34,"41.67155, -3.689244",0,1,0,0.26,196.45781671159023,0.5998,1,0.072543941,1.0
ARAUZO DE SALCE,21,BURGOS,9,46,-3.41129,41.819942,465842.09,4629866.65,"41.819942, -3.41129",0,0,0,0.23,0.4078167115902965,0.0012,1,0.0006486425846,1.0
ATAPUERCA,29,BURGOS,9,180,-3.507224,42.378193,458242.54,4691892.55,"42.378193, -3.507224",0,0,0,0.11,0.4078167115902965,0.0012,1,0.001931843235,1.0
BASCONCILLOS DEL TOZO,45,BURGOS,9,294,-3.990265,42.701617,418895.29,4728156.14,"42.701617, -3.990265",0,0,0,0.19,0.4078167115902965,0.0012,1,0.0006144717291,0.882
BELORADO,48,BURGOS,9,1834,-3.189708,42.420584,484392.71,4696492.28,"42.420584, -3.189708",0,0,0,0.18,9.507816711590296,0.0289,1,0.003639588565,0.9888
BOZOÓ,54,BURGOS,9,102,-3.085279,42.726249,493018.25,4730419.47,"42.726249, -3.085279",0,0,0,0.24,0.4078167115902965,0.0012,1,0.0007706558895,1.0
BRIVIESCA,56,BURGOS,9,6560,-3.323904,42.54898,473406.79,4710782.56,"42.54898, -3.323904",0,0,0,0.17,15.30781671159029,0.0467,1,0.02164334459,0.999
CAMPOLARA,66,BURGOS,9,48,-3.427732,42.119136,464642.35,4663092.43,"42.119136, -3.427732",0,0,0,0.15,0.4078167115902965,0.0012,1,0.0009733337086,1.0
CARAZO,70,BURGOS,9,39,-3.356685,41.967561,470445.21,4646236.07,"41.967561, -3.356685",0,0,0,0.2,0.4078167115902965,0.0012,1,0.0004046801813,0.68
CASTIL DE PEONES,83,BURGOS,9,35,-3.385787,42.48291,468292.7,4703467.54,"42.48291, -3.385787",0,0,0,0.15,3.857816711590297,0.0117,1,0.0004469084705,1.0
CASTRILLO DE LA REINA,84,BURGOS,9,158,-3.236529,41.986884,480407.19,4648347.07,"41.986884, -3.236529",0,0,0,0.21,0.4078167115902965,0.0012,1,0.003074745081,1.0
CASTRILLO DE RIOPISUERGA,88,BURGOS,9,58,-4.253352,42.515748,397042.0,4707802.77,"42.515748, -4.253352",0,0,0,0.19,0.4078167115902965,0.0012,0,0.0008337552516,1.0
CELADA DEL CAMINO,95,BURGOS,9,90,-3.934014,42.263839,422967.2,4679492.94,"42.263839, -3.934014",0,0,0,0.12,0.4078167115902965,0.0012,1,0.001924817736,1.0
CILLERUELO DE ARRIBA,104,BURGOS,9,49,-3.661674,41.904822,445120.04,4639420.42,"41.904822, -3.661674",0,0,0,0.19,0.4078167115902965,0.0012,1,0.0006491876331,1.0
CONDADO DE TREVIÑO,109,BURGOS,9,1489,-2.747459,42.735329,520672.32,4731455.11,"42.735329, -2.747459",0,0,0,0.85,0.4078167115902965,0.0012,0,0.001496938815,0.9674
CUBO DE BUREBA,115,BURGOS,9,101,-3.207594,42.640333,482981.01,4720896.51,"42.640333, -3.207594",0,0,0,0.2,0.4078167115902965,0.0012,1,0.002767764235,1.0
ESPINOSA DE LOS MONTEROS,124,BURGOS,9,1648,-3.552854,43.076359,454993.55,4769442.7,"43.076359, -3.552854",0,0,0,0.91,25.707816711590315,0.0784,1,0.003207524197,0.9721
ESTÉPAR,125,BURGOS,9,634,-3.897513,42.276288,425992.21,4680842.89,"42.276288, -3.897513",0,0,0,0.11,0.4078167115902965,0.0012,1,0.001637733032,0.8865999999999999
FRESNEÑA,130,BURGOS,9,66,-3.134692,42.414131,488917.72,4695767.21,"42.414131, -3.134692",0,0,0,0.19,0.4078167115902965,0.0012,1,0.001269940016,0.8088
FRESNILLO DE LAS DUEÑAS,131,BURGOS,9,693,-3.644482,41.647427,446331.76,4610832.22,"41.647427, -3.644482",0,0,0,0.26,0.4078167115902965,0.0012,1,0.01374483442,1.0
FUENTEBUREBA,135,BURGOS,9,56,-3.234478,42.633797,480774.98,4720176.53,"42.633797, -3.234478",0,0,0,0.2,0.4078167115902965,0.0012,1,0.001235420585,1.0
FUENTELISENDO,138,BURGOS,9,99,-3.901042,41.623606,424939.33,4608379.1,"41.623606, -3.901042",0,0,0,0.27,0.4078167115902965,0.0012,1,0.00403769572,1.0
GALBARROS,143,BURGOS,9,27,-3.43745,42.528457,464072.72,4708545.6,"42.528457, -3.43745",0,0,0,0.15,0.4078167115902965,0.0012,0,0.0001849006921,0.1467
HONTANGAS,160,BURGOS,9,99,-3.796042,41.582757,433644.5,4603757.9,"41.582757, -3.796042",0,0,0,0.28,0.4078167115902965,0.0012,1,0.002027225025,1.0
HONTORIA DEL PINAR,163,BURGOS,9,610,-3.164524,41.848031,486342.12,4632916.61,"41.848031, -3.164524",0,0,0,0.25,0.4078167115902965,0.0012,1,0.002033221146,1.0
HOYALES DE ROA,170,BURGOS,9,212,-3.862192,41.659345,428215.38,4612313.89,"41.659345, -3.862192",0,0,0,0.26,0.4078167115902965,0.0012,1,0.004407694162,1.0
HUERTA DE ARRIBA,173,BURGOS,9,128,-3.082353,42.11675,493192.22,4662742.3,"42.11675, -3.082353",0,0,0,0.21,0.4078167115902965,0.0012,1,0.0009710663893,1.0
IGLESIARRUBIA,179,BURGOS,9,45,-3.846552,41.974404,429862.18,4647280.89,"41.974404, -3.846552",0,0,0,0.18,0.4078167115902965,0.0012,1,0.0007954715478,1.0
JUNTA DE VILLALBA DE LOSA,190,BURGOS,9,78,-3.087829,42.935379,492833.7,4753642.51,"42.935379, -3.087829",0,0,0,0.91,0.4078167115902965,0.0012,1,0.0003533909039,0.9014
LA REVILLA Y AHEDO,312,BURGOS,9,101,-3.330408,42.013629,472642.25,4651342.19,"42.013629, -3.330408",0,0,0,0.19,0.4078167115902965,0.0012,0,0.001643600704,1.0
LAS QUINTANILLAS,297,BURGOS,9,388,-3.843807,42.372133,430526.3,4691439.84,"42.372133, -3.843807",0,0,0,0.1,0.4078167115902965,0.0012,0,0.004193983138,1.0
MAMBRILLAS DE LARA,200,BURGOS,9,56,-3.45962,42.095596,461992.31,4660492.43,"42.095596, -3.45962",0,0,0,0.15,0.4078167115902965,0.0012,1,0.00037999134,0.758
MIRAVECHE,220,BURGOS,9,95,-3.200843,42.67318,483543.08,4724542.54,"42.67318, -3.200843",0,0,0,0.21,0.4078167115902965,0.0012,1,0.001073620538,0.9207
MONTORIO,227,BURGOS,9,149,-3.776397,42.584723,436292.45,4714992.72,"42.584723, -3.776397",0,0,0,0.14,0.4078167115902965,0.0012,1,0.001687581239,1.0
ORBANEJA RIOPICO,241,BURGOS,9,350,-3.585219,42.361152,451808.48,4690041.62,"42.361152, -3.585219",0,0,0,0.09,0.4078167115902965,0.0012,0,0.01046710561,1.0
PALAZUELOS DE MUÑÓ,249,BURGOS,9,54,-3.989669,42.198079,418292.24,4672243.09,"42.198079, -3.989669",0,0,0,0.14,0.4078167115902965,0.0012,1,0.001674992148,1.0
PARDILLA,253,BURGOS,9,102,-3.71057,41.552556,440741.68,4600342.69,"41.552556, -3.71057",0,0,0,0.29,0.4078167115902965,0.0012,1,0.001852667924,1.0
PEÑARANDA DE DUERO,261,BURGOS,9,465,-3.479138,41.688537,460125.99,4615306.68,"41.688537, -3.479138",0,0,0,0.26,0.4078167115902965,0.0012,1,0.00193733905,1.0
PINEDA DE LA SIERRA,266,BURGOS,9,94,-3.296928,42.216142,475492.5,4673817.35,"42.216142, -3.296928",0,0,0,0.16,0.4078167115902965,0.0012,1,0.0003154192122,0.9999
PINILLA DE LOS BARRUECOS,268,BURGOS,9,98,-3.304483,41.918199,474751.18,4640738.89,"41.918199, -3.304483",0,0,0,0.21,0.4078167115902965,0.0012,1,0.0007808253794,1.0
PRÁDANOS DE BUREBA,273,BURGOS,9,56,-3.347719,42.503223,471430.74,4705709.53,"42.503223, -3.347719",0,0,0,0.16,0.4078167115902965,0.0012,1,0.001439199228,1.0
QUINTANA DEL PIDIO,281,BURGOS,9,149,-3.751338,41.759125,437541.69,4623305.47,"41.759125, -3.751338",0,0,0,0.23,0.4078167115902965,0.0012,1,0.003775846371,1.0
QUINTANAR DE LA SIERRA,289,BURGOS,9,1513,-3.041477,41.979978,496563.86,4647554.05,"41.979978, -3.041477",0,0,0,0.24,7.407816711590303,0.0225,1,0.006973147267,1.0
RABANERA DEL PINAR,302,BURGOS,9,99,-3.196583,41.892791,483692.13,4637891.76,"41.892791, -3.196583",0,0,0,0.23,0.4078167115902965,0.0012,1,0.0007707530618,1.0
REDECILLA DEL CAMPO,308,BURGOS,9,67,-3.113821,42.466164,490642.75,4701542.22,"42.466164, -3.113821",0,0,0,0.2,0.4078167115902965,0.0012,1,0.001022107584,0.738
ROA,321,BURGOS,9,2244,-3.927859,41.697195,422793.3,4616572.93,"41.697195, -3.927859",0,0,0,0.25,32.37448337825697,0.0988,0,0.01240746214,1.0
ROYUELA DE RÍO FRANCO,325,BURGOS,9,170,-3.958028,41.997829,420655.31,4649979.09,"41.997829, -3.958028",0,0,0,0.18,0.4078167115902965,0.0012,0,0.0008860102257,0.0550999999999999
MOZONCILLO,134,SEGOVIA,40,907,-4.186215,41.148047,400460.07,4555869.92,"41.148047, -4.186215",0,0,0,0.13,0.302870813397129,0.0008,1,0.005594881316,1.0
MUÑOPEDRO,135,SEGOVIA,40,309,-4.472041,40.888026,375987.83,4527369.93,"40.888026, -4.472041",0,0,0,0.15,0.302870813397129,0.0008,1,0.0009000016334,0.999
MUÑOVEROS,136,SEGOVIA,40,145,-3.9518,41.172822,420161.09,4558378.85,"41.172822, -3.9518",0,0,0,0.14,0.302870813397129,0.0008,1,0.001950667185,1.0
NAVA DE LA ASUNCIÓN,138,SEGOVIA,40,2787,-4.488963,41.156639,375070.96,4557214.14,"41.156639, -4.488963",0,0,0,0.17,5.602870813397129,0.017,1,0.009034776535,1.0
NAVAFRÍA,139,SEGOVIA,40,279,-3.824568,41.057086,430712.1,4545421.7,"41.057086, -3.824568",0,0,0,0.14,0.302870813397129,0.0008,1,0.002515727309,0.9999
