Municipio,Cod_Municipio,Provincia,Cod_Provincia,Población,Longitud,Latitud,CoordenadaX,CoordenadaY,Posición,presencia_de_comercio,Tiene_Hospital,Transplantes,Dificultad_Acceso,Accidentes_Raw,Accidentes_Por_Carretera,tiene_centro,DENSIDADMM,4G
DESTRIANA,66,LEÓN,24,424,-6.094235,42.325936,245042.93,4690603.59,"42.325936, -6.094235",0,0,0,0.2,0.4156398104265405,0.0012,1,0.002042802235,0.908
ENCINEDO,67,LEÓN,24,616,-6.594486,42.27152,203563.27,4686182.5,"42.27152, -6.594486",0,0,0,0.93,0.4156398104265405,0.0012,1,0.0008137299567,1.0
ESCOBAR DE CAMPOS,69,LEÓN,24,31,-4.967052,42.312917,337890.99,4686393.63,"42.312917, -4.967052",0,0,0,0.22,0.4156398104265405,0.0012,0,0.0004648448316,0.8065000000000001
FUENTES DE CARBAJAL,74,LEÓN,24,76,-5.445966,42.178068,297990.52,4672443.28,"42.178068, -5.445966",0,0,0,0.19,0.4156398104265405,0.0012,1,0.0005944189356,0.5608
GARRAFE DE TORÍO,76,LEÓN,24,1640,-5.524095,42.732901,293370.91,4734244.16,"42.732901, -5.524095",0,0,0,0.11,0.4156398104265405,0.0012,1,0.003546966978,0.9635
GUSENDOS DE LOS OTEROS,81,LEÓN,24,126,-5.43002,42.3777,299940.45,4694573.53,"42.3777, -5.43002",0,0,0,0.14,0.4156398104265405,0.0012,0,0.001361144196,0.9615
IGÜEÑA,83,LEÓN,24,1049,-6.278644,42.727854,231574.89,4735808.16,"42.727854, -6.278644",0,0,0,0.85,0.4156398104265405,0.0012,1,0.001379816855,0.8843000000000001
LA ERCINA,68,LEÓN,24,425,-5.217414,42.812913,318711.29,4742424.17,"42.812913, -5.217414",0,0,0,0.79,0.4156398104265405,0.0012,0,0.001092396967,0.9949
LAGUNA DALGA,87,LEÓN,24,626,-5.750444,42.330833,273390.24,4690173.5,"42.330833, -5.750444",0,0,0,0.15,0.4156398104265405,0.0012,1,0.00437940571,1.0
LAGUNA DE NEGRILLOS,88,LEÓN,24,1046,-5.660993,42.238568,280440.24,4679693.32,"42.238568, -5.660993",0,0,0,0.17,0.4156398104265405,0.0012,1,0.00395458967,1.0
MOLINASECA,100,LEÓN,24,872,-6.51953,42.537016,210968.63,4715408.9,"42.537016, -6.51953",0,0,0,0.9,0.4156398104265405,0.0012,1,0.002945149098,0.9661
MURIAS DE PAREDES,101,LEÓN,24,340,-6.191238,42.850201,239246.11,4749121.34,"42.850201, -6.191238",0,0,0,0.84,0.4156398104265405,0.0012,1,0.0004101505006,0.8318000000000001
NOCEDA DEL BIERZO,102,LEÓN,24,605,-6.39677,42.713043,221836.77,4734546.08,"42.713043, -6.39677",0,0,0,0.87,0.4156398104265405,0.0012,0,0.002270959824,0.9845
PAJARES DE LOS OTEROS,107,LEÓN,24,235,-5.472444,42.329063,296290.39,4689273.46,"42.329063, -5.472444",0,0,0,0.15,0.4156398104265405,0.0012,1,0.001007104576,0.7823000000000001
PALACIOS DE LA VALDUERNA,108,LEÓN,24,353,-5.938418,42.327787,257890.08,4690353.56,"42.327787, -5.938418",0,0,0,0.18,0.4156398104265405,0.0012,1,0.004659705837,1.0
PONFERRADA,115,LEÓN,24,62994,-6.5973,42.547681,204631.58,4716861.87,"42.547681, -6.5973",0,1,0,0.91,115.26563981042648,0.3519,1,0.06104429238,0.9991
POSADA DE VALDEÓN,116,LEÓN,24,405,-4.917466,43.151061,344091.98,4779374.63,"43.151061, -4.917466",0,0,0,0.9,0.4156398104265405,0.0012,1,0.0006392993276,0.8571
POZUELO DEL PÁRAMO,117,LEÓN,24,392,-5.767724,42.171202,271390.21,4672493.29,"42.171202, -5.767724",0,0,0,0.2,0.4156398104265405,0.0012,1,0.003007840913,1.0
PRADO DE LA GUZPEÑA,118,LEÓN,24,104,-5.025284,42.783605,334341.56,4738774.09,"42.783605, -5.025284",0,0,0,0.19,0.4156398104265405,0.0012,1,0.001241663748,0.8936000000000001
PRIARANZA DEL BIERZO,119,LEÓN,24,699,-6.671803,42.509054,198327.47,4712834.76,"42.509054, -6.671803",0,0,0,0.93,0.4156398104265405,0.0012,1,0.005899459721,1.0
PUEBLA DE LILLO,121,LEÓN,24,654,-5.273706,43.006944,314691.38,4764094.57,"43.006944, -5.273706",0,0,0,0.83,3.2156398104265382,0.0097,1,0.001016426641,0.9069
SABERO,137,LEÓN,24,1021,-5.143788,42.834307,324791.41,4744644.22,"42.834307, -5.143788",0,0,0,0.81,0.4156398104265405,0.0012,1,0.01146221895,0.999
SAN ANDRÉS DEL RABANEDO,142,LEÓN,24,29884,-5.615482,42.611173,285470.71,4720953.9,"42.611173, -5.615482",0,0,0,0.08,87.3156398104265,0.2665,0,0.1269205402,1.0
SAN ESTEBAN DE NOGALES,146,LEÓN,24,243,-5.931334,42.159391,257830.02,4671633.32,"42.159391, -5.931334",0,0,0,0.21,0.4156398104265405,0.0012,1,0.002092195039,1.0
SAN PEDRO BERCIANOS,150,LEÓN,24,226,-5.709636,42.39232,276970.34,4696893.6,"42.39232, -5.709636",0,0,0,0.13,0.4156398104265405,0.0012,1,0.002588767778,1.0
SANCEDO,143,LEÓN,24,528,-6.634707,42.666156,202125.6,4730150.91,"42.666156, -6.634707",0,0,0,0.92,0.4156398104265405,0.0012,1,0.00465240176,0.9982
SANTA CRISTINA DE VALMADRIGAL,153,LEÓN,24,273,-5.309496,42.353536,309790.55,4691613.55,"42.353536, -5.309496",0,0,0,0.16,0.4156398104265405,0.0012,1,0.001865303468,0.7565999999999999
SANTAS MARTAS,160,LEÓN,24,752,-5.371958,42.432409,304890.56,4700513.62,"42.432409, -5.371958",0,0,0,0.13,0.4156398104265405,0.0012,1,0.001629119352,1.0
SANTIAGO MILLAS,161,LEÓN,24,359,-6.105991,42.381792,244300.95,4696841.69,"42.381792, -6.105991",0,0,0,0.2,0.4156398104265405,0.0012,0,0.002456143753,0.9599
SANTOVENIA DE LA VALDONCINA,162,LEÓN,24,2064,-5.621404,42.543049,284750.63,4713403.78,"42.543049, -5.621404",0,0,0,0.09,0.4156398104265405,0.0012,1,0.01882878518,1.0
SOBRADO,165,LEÓN,24,282,-6.852664,42.519971,183521.35,4714707.58,"42.519971, -6.852664",0,0,0,0.96,0.4156398104265405,0.0012,0,0.00196280215,0.907
SOTO DE LA VEGA,166,LEÓN,24,1493,-5.881722,42.332649,262580.14,4690733.56,"42.332649, -5.881722",0,0,0,0.17,0.4156398104265405,0.0012,1,0.01726744963,1.0
SOTO Y AMÍO,167,LEÓN,24,717,-5.88647,42.775636,263866.48,4739941.33,"42.775636, -5.88647",0,0,0,0.15,0.4156398104265405,0.0012,1,0.002831458032,0.985
TORAL DE LOS GUZMANES,168,LEÓN,24,499,-5.567303,42.244307,288190.32,4680093.32,"42.244307, -5.567303",0,0,0,0.17,5.31563981042653,0.0161,1,0.006433316799,1.0
TORAL DE LOS VADOS,206,LEÓN,24,1753,-6.759088,42.580225,191506.45,4721053.74,"42.580225, -6.759088",0,0,0,0.94,0.4156398104265405,0.0012,1,0.02019920359,1.0
TORENO,169,LEÓN,24,2855,-6.510576,42.697568,212444.7,4733209.0,"42.697568, -6.510576",0,0,0,0.89,21.565639810426536,0.0658,1,0.007628866243,0.9745
TORRE DEL BIERZO,170,LEÓN,24,1968,-6.320879,42.595035,227536.8,4721192.99,"42.595035, -6.320879",0,0,0,0.85,30.215639810426527,0.0922,1,0.004602200171,0.9948
TURCIA,173,LEÓN,24,986,-5.874992,42.533452,263890.34,4713013.88,"42.533452, -5.874992",0,0,0,0.14,0.4156398104265405,0.0012,1,0.008294829135,1.0
VALDEFUENTES DEL PÁRAMO,176,LEÓN,24,306,-5.831605,42.322012,266670.18,4689413.52,"42.322012, -5.831605",0,0,0,0.16,0.4156398104265405,0.0012,1,0.00343738913,1.0
VALDELUGUEROS,177,LEÓN,24,486,-5.412899,42.973928,303241.27,4760744.59,"42.973928, -5.412899",0,0,0,0.81,0.4156398104265405,0.0012,1,0.0009069093643,0.8326000000000001
VALDEMORA,178,LEÓN,24,57,-5.427281,42.196026,299590.52,4674393.31,"42.196026, -5.427281",0,0,0,0.19,0.4156398104265405,0.0012,1,0.001289100612,0.3237
VALDEPOLO,180,LEÓN,24,1215,-5.225729,42.576998,317341.04,4716243.9,"42.576998, -5.225729",0,0,0,0.14,0.4156398104265405,0.0012,1,0.002243694574,0.9948
VALDERAS,181,LEÓN,24,1489,-5.445728,42.077659,297690.7,4661293.23,"42.077659, -5.445728",0,0,0,0.22,1.482306477093208,0.0044,1,0.004139694621,1.0
VALDERREY,182,LEÓN,24,416,-6.020625,42.392107,251370.05,4697733.69,"42.392107, -6.020625",0,0,0,0.18,0.4156398104265405,0.0012,1,0.001874955962,0.9794
VALDERRUEDA,183,LEÓN,24,821,-4.947438,42.815753,340791.67,4742194.1,"42.815753, -4.947438",0,0,0,0.84,0.4156398104265405,0.0012,1,0.001356210222,0.9319
VALDESAMARIO,184,LEÓN,24,175,-5.951445,42.721508,258340.33,4734114.23,"42.721508, -5.951445",0,0,0,0.15,0.4156398104265405,0.0012,1,0.0007326291885,0.8653000000000001
VALVERDE-ENRIQUE,190,LEÓN,24,152,-5.299186,42.303853,310490.56,4686073.49,"42.303853, -5.299186",0,0,0,0.17,0.4156398104265405,0.0012,0,0.001130023859,0.953
VEGA DE ESPINAREDA,196,LEÓN,24,2007,-6.656292,42.728101,200654.61,4737106.93,"42.728101, -6.656292",0,0,0,0.92,4.1656398104265415,0.0126,1,0.004132624151,0.9916
VEGA DE VALCARCE,198,LEÓN,24,552,-6.947233,42.665251,176505.39,4731200.68,"42.665251, -6.947233",0,0,0,0.98,0.4156398104265405,0.0012,1,0.002160182935,0.9954
VEGAQUEMADA,199,LEÓN,24,437,-5.332608,42.818818,309311.18,4743334.2,"42.818818, -5.332608",0,0,0,0.78,0.4156398104265405,0.0012,1,0.00158197901,1.0
VILLADEMOR DE LA VEGA,207,LEÓN,24,291,-5.568969,42.270386,288140.31,4682993.36,"42.270386, -5.568969",0,0,0,0.16,0.4156398104265405,0.0012,1,0.004629086137,1.0
VILLAFRANCA DEL BIERZO,209,LEÓN,24,2659,-6.810821,42.605994,187389.44,4724105.71,"42.605994, -6.810821",0,0,0,0.95,61.0156398104265,0.1862,1,0.004109867539,0.9133
VILLAMEJIL,214,LEÓN,24,653,-6.024302,42.56268,251743.17,4716686.97,"42.56268, -6.024302",0,0,0,0.16,0.4156398104265405,0.0012,1,0.002204569782,1.0
VILLAMONTÁN DE LA VALDUERNA,216,LEÓN,24,683,-5.996561,42.310162,253030.02,4688563.55,"42.310162, -5.996561",0,0,0,0.19,0.4156398104265405,0.0012,1,0.003278491257,1.0
VILLAMORATIEL DE LAS MATAS,217,LEÓN,24,120,-5.303165,42.39626,310440.6,4696343.6,"42.39626, -5.303165",0,0,0,0.15,0.4156398104265405,0.0012,1,0.0008733407398,0.4844
VILLANUEVA DE LAS MANZANAS,218,LEÓN,24,502,-5.480471,42.471355,296090.56,4705093.68,"42.471355, -5.480471",0,0,0,0.11,0.4156398104265405,0.0012,1,0.004210357422,1.0
VILLARES DE ÓRBIGO,224,LEÓN,24,563,-5.909099,42.470816,260850.23,4706153.8,"42.470816, -5.909099",0,0,0,0.15,0.4156398104265405,0.0012,1,0.005963615741,0.9918
ABARCA DE CAMPOS,1,PALENCIA,34,38,-4.840506,42.06342,347722.4,4658456.56,"42.06342, -4.840506",0,0,0,0.14,0.1591623036649214,0.0004,1,0.0009487378264,1.0
ABIA DE LAS TORRES,3,PALENCIA,34,170,-4.422864,42.418941,382936.8,4697273.09,"42.418941, -4.422864",0,0,0,0.19,0.1591623036649214,0.0004,1,0.001625641983,0.7829
ALAR DEL REY,5,PALENCIA,34,912,-4.31131,42.660011,392529.13,4723894.18,"42.660011, -4.31131",0,0,0,0.26,4.409162303664922,0.0134,1,0.004310987975,1.0
AMPUDIA,10,PALENCIA,34,579,-4.781006,41.916286,352305.58,4642015.42,"41.916286, -4.781006",0,0,0,0.13,2.0591623036649205,0.0062,1,0.00115131389,0.9877
ANTIGÜEDAD,12,PALENCIA,34,336,-4.1183,41.945944,407306.09,4644379.15,"41.945944, -4.1183",0,0,0,0.16,0.1591623036649214,0.0004,1,0.001422864022,0.999
ARCONADA,15,PALENCIA,34,44,-4.497386,42.331152,376633.73,4687630.4,"42.331152, -4.497386",0,0,0,0.16,0.1591623036649214,0.0004,1,0.0005720923616,1.0
ASTUDILLO,17,PALENCIA,34,1039,-4.29215,42.192786,393309.89,4671989.47,"42.192786, -4.29215",0,0,0,0.14,5.825828970331585,0.0177,1,0.002251422704,0.9767
AYUELA,20,PALENCIA,34,53,-4.658231,42.629231,364028.87,4720975.58,"42.629231, -4.658231",0,0,0,0.24,0.1591623036649214,0.0004,0,0.0006732046671,1.0
BAQUERÍN DE CAMPOS,24,PALENCIA,34,22,-4.783756,42.015331,352306.53,4653017.53,"42.015331, -4.783756",0,0,0,0.12,0.1591623036649214,0.0004,1,0.0002464965166,1.0
BARRUELO DE SANTULLÁN,27,PALENCIA,34,1160,-4.288368,42.908212,394830.39,4751427.03,"42.908212, -4.288368",0,0,0,0.95,0.1591623036649214,0.0004,1,0.006030834216,0.9908
BÁSCONES DE OJEDA,28,PALENCIA,34,134,-4.527131,42.670135,374861.03,4725315.43,"42.670135, -4.527131",0,0,0,0.25,0.1591623036649214,0.0004,1,0.001919506152,1.0
BECERRIL DE CAMPOS,29,PALENCIA,34,757,-4.639619,42.108498,364439.67,4663123.59,"42.108498, -4.639619",0,0,0,0.11,0.1591623036649214,0.0004,1,0.002567077208,1.0
BOADILLA DEL CAMINO,34,PALENCIA,34,101,-4.347031,42.258538,388893.8,4679360.44,"42.258538, -4.347031",0,0,0,0.15,0.1591623036649214,0.0004,1,0.001057712084,1.0
BRAÑOSERA,36,PALENCIA,34,253,-4.307852,42.935186,393286.44,4754447.09,"42.935186, -4.307852",0,0,0,0.96,9.559162303664916,0.0291,1,0.00105460799,0.938
BUENAVISTA DE VALDAVIA,37,PALENCIA,34,296,-4.614313,42.640466,367653.93,4722153.52,"42.640466, -4.614313",0,0,0,0.25,0.8924956369982547,0.0026,1,0.000975996009,1.0
BUSTILLO DEL PÁRAMO DE CARRIÓN,39,PALENCIA,34,55,-4.739088,42.355597,356775.42,4690723.65,"42.355597, -4.739088",0,0,0,0.18,0.1591623036649214,0.0004,0,0.0003937483498,0.5347999999999999
CARDEÑOSA DE VOLPEJERA,46,PALENCIA,34,60,-4.703672,42.23193,359417.43,4676932.65,"42.23193, -4.703672",0,0,0,0.14,0.1591623036649214,0.0004,1,0.00111962915,1.0
CASTREJÓN DE LA PEÑA,49,PALENCIA,34,320,-4.599288,42.807952,369238.09,4740728.82,"42.807952, -4.599288",0,0,0,0.92,0.1591623036649214,0.0004,1,0.0007700296449,0.9799
CASTRILLO DE DON JUAN,50,PALENCIA,34,181,-4.070392,41.791007,411062.64,4627126.04,"41.791007, -4.070392",0,0,0,0.18,0.959162303664922,0.0028,1,0.0009521794148,1.0
CASTROMOCHO,53,PALENCIA,34,197,-4.822096,42.029103,349164.45,4654613.53,"42.029103, -4.822096",0,0,0,0.13,0.9591623036649222,0.0028,1,0.0009838949185,1.0
CERVATOS DE LA CUEZA,55,PALENCIA,34,241,-4.768952,42.291686,354168.3,4683677.67,"42.291686, -4.768952",0,0,0,0.16,4.559162303664918,0.0138,1,0.0009395171466,1.0
CERVERA DE PISUERGA,56,PALENCIA,34,2284,-4.499209,42.865796,377535.28,4747001.92,"42.865796, -4.499209",0,0,0,0.94,28.40916230366493,0.0867,1,0.001843064332,0.9868
CEVICO NAVERO,58,PALENCIA,34,178,-4.183933,41.861218,401735.91,4635045.14,"41.861218, -4.183933",0,0,0,0.15,0.8091623036649214,0.0024,1,0.001046161563,1.0
COBOS DE CERRATO,60,PALENCIA,34,128,-4.002266,42.027003,417029.33,4653260.19,"42.027003, -4.002266",0,0,0,0.18,0.1591623036649214,0.0004,1,0.0007215964492,0.8843000000000001
COLLAZOS DE BOEDO,61,PALENCIA,34,99,-4.483458,42.619909,378342.01,4719674.27,"42.619909, -4.483458",0,0,0,0.24,0.1591623036649214,0.0004,1,0.001322933474,1.0
DEHESA DE MONTEJO,67,PALENCIA,34,135,-4.509346,42.819042,376614.2,4741824.79,"42.819042, -4.509346",0,0,0,0.92,0.1591623036649214,0.0004,1,0.0007706185034,0.9968
DEHESA DE ROMANOS,68,PALENCIA,34,46,-4.4364,42.641545,382242.06,4722010.24,"42.641545, -4.4364",0,0,0,0.25,0.1591623036649214,0.0004,1,0.0006311468429,0.4804
FRECHILLA,72,PALENCIA,34,136,-4.83873,42.137055,348045.31,4666629.62,"42.137055, -4.83873",0,0,0,0.14,3.70916230366492,0.0112,1,0.001016509087,1.0
FRESNO DEL RÍO,73,PALENCIA,34,171,-4.817772,42.680807,351069.7,4726971.81,"42.680807, -4.817772",0,0,0,0.27,0.1591623036649214,0.0004,1,0.001046936227,1.0
HERRERA DE PISUERGA,83,PALENCIA,34,1898,-4.330248,42.594781,390863.06,4716675.01,"42.594781, -4.330248",0,0,0,0.24,36.20916230366494,0.1105,1,0.005175587096,0.9815
HORNILLOS DE CERRATO,87,PALENCIA,34,170,-4.272213,41.988231,394618.04,4649252.28,"41.988231, -4.272213",0,0,0,0.12,0.1591623036649214,0.0004,1,0.001264958784,1.0
LA PERNÍA,904,PALENCIA,34,313,-4.495585,42.966674,378030.46,4758199.17,"42.966674, -4.495585",0,0,0,0.97,0.1591623036649214,0.0004,0,0.0004647016791,0.8498000000000001
LA PUEBLA DE VALDAVIA,140,PALENCIA,34,81,-4.609266,42.675568,368141.95,4726043.55,"42.675568, -4.609266",0,0,0,0.26,0.1591623036649214,0.0004,0,0.0007183299589,1.0
LEDIGOS,94,PALENCIA,34,62,-4.864286,42.35389,346460.17,4690752.66,"42.35389, -4.864286",0,0,0,0.19,2.1091623036649207,0.0064,1,0.0005572237568,1.0
LOMA DE UCIEZA,903,PALENCIA,34,193,-4.579194,42.441248,370120.79,4699977.44,"42.441248, -4.579194",0,0,0,0.19,0.1591623036649214,0.0004,0,0.0006456550951,1.0
MANTINOS,100,PALENCIA,34,145,-4.841908,42.751221,349262.75,4734833.93,"42.751221, -4.841908",0,0,0,0.29,0.1591623036649214,0.0004,1,0.001475293427,1.0
MARCILLA DE CAMPOS,101,PALENCIA,34,58,-4.396017,42.31703,384959.76,4685920.3,"42.31703, -4.396017",0,0,0,0.16,0.1591623036649214,0.0004,1,0.0005517591657,1.0
MAZARIEGOS,102,PALENCIA,34,202,-4.716154,42.028611,357933.65,4654377.54,"42.028611, -4.716154",0,0,0,0.11,3.859162303664918,0.0117,1,0.002200143042,1.0
MELGAR DE YUSO,104,PALENCIA,34,271,-4.252936,42.25412,396647.91,4678751.38,"42.25412, -4.252936",0,0,0,0.16,0.1591623036649214,0.0004,1,0.002644908974,1.0
MICIECES DE OJEDA,107,PALENCIA,34,71,-4.460581,42.688654,380350.09,4727275.37,"42.688654, -4.460581",0,0,0,0.26,0.1591623036649214,0.0004,1,0.0008769088832,1.0
MORATINOS,109,PALENCIA,34,59,-4.927247,42.360422,341291.06,4691593.64,"42.360422, -4.927247",0,0,0,0.2,0.1591623036649214,0.0004,1,0.0005461573382,1.0
OLMOS DE OJEDA,114,PALENCIA,34,170,-4.424984,42.722251,383329.15,4730956.41,"42.722251, -4.424984",0,0,0,0.27,1.109162303664921,0.0033,1,0.0004106105926,0.867
PALENCIA,120,PALENCIA,34,76738,-4.534601,42.007837,372921.97,4651785.44,"42.007837, -4.534601",0,1,0,0.07,217.65916230366489,0.6646,1,0.2202684781,1.0
PALENZUELA,121,PALENCIA,34,215,-4.129056,42.095212,406633.19,4660964.32,"42.095212, -4.129056",0,0,0,0.16,0.1591623036649214,0.0004,1,0.0006939973239,0.6085
PERALES,127,PALENCIA,34,118,-4.580946,42.193556,369465.65,4672476.58,"42.193556, -4.580946",0,0,0,0.12,0.1591623036649214,0.0004,0,0.001086751894,1.0
POBLACIÓN DE CAMPOS,132,PALENCIA,34,122,-4.447758,42.270874,380608.74,4680866.45,"42.270874, -4.447758",0,0,0,0.14,0.1591623036649214,0.0004,1,0.001424604831,0.7164
POLENTINOS,134,PALENCIA,34,40,-4.529058,42.939829,375246.38,4755267.12,"42.939829, -4.529058",0,0,0,0.96,0.1591623036649214,0.0004,1,0.0007489547902,1.0
POMAR DE VALDIVIA,135,PALENCIA,34,490,-4.16749,42.774579,404492.14,4736443.54,"42.774579, -4.16749",0,0,0,0.3,0.1591623036649214,0.0004,1,0.00157258876,0.9995
QUINTANA DEL PUENTE,141,PALENCIA,34,251,-4.206578,42.084769,400206.08,4659892.36,"42.084769, -4.206578",0,0,0,0.14,3.4591623036649186,0.0105,1,0.00603527854,1.0
RESPENDA DE LA PEÑA,151,PALENCIA,34,141,-4.686718,42.764057,361991.95,4735993.8,"42.764057, -4.686718",0,0,0,0.28,0.1591623036649214,0.0004,1,0.0005510862122,0.8316
REVENGA DE CAMPOS,152,PALENCIA,34,136,-4.481317,42.285638,377869.72,4682553.45,"42.285638, -4.481317",0,0,0,0.15,0.1591623036649214,0.0004,1,0.001603875205,1.0
REVILLA DE COLLAZOS,154,PALENCIA,34,75,-4.50352,42.63022,376717.01,4720848.32,"42.63022, -4.50352",0,0,0,0.24,0.1591623036649214,0.0004,1,0.0009784563048,1.0
RIBEROS DE LA CUEZA,156,PALENCIA,34,54,-4.727386,42.277154,357562.36,4681993.67,"42.277154, -4.727386",0,0,0,0.15,0.1591623036649214,0.0004,1,0.0006994268066,1.0
SALINAS DE PISUERGA,158,PALENCIA,34,329,-4.378178,42.84891,387391.31,4744957.82,"42.84891, -4.378178",0,0,0,0.94,1.6591623036649197,0.005,1,0.003980014771,0.9933
SAN CEBRIÁN DE CAMPOS,159,PALENCIA,34,407,-4.530691,42.201325,373630.7,4673263.54,"42.201325, -4.530691",0,0,0,0.12,5.659162303664919,0.0172,1,0.00343102984,0.9968
SAN MAMÉS DE CAMPOS,163,PALENCIA,34,49,-4.564381,42.353502,371159.71,4690211.49,"42.353502, -4.564381",0,0,0,0.17,0.959162303664922,0.0028,1,0.0007493458928,1.0
SANTIBÁÑEZ DE LA PEÑA,171,PALENCIA,34,934,-4.730168,42.810237,358541.95,4741193.93,"42.810237, -4.730168",0,0,0,0.93,0.1591623036649214,0.0004,1,0.00230189803,0.9325
SANTOYO,174,PALENCIA,34,192,-4.343229,42.214751,389130.82,4674493.48,"42.214751, -4.343229",0,0,0,0.14,0.1591623036649214,0.0004,1,0.001425024215,1.0
SOTO DE CERRATO,177,PALENCIA,34,176,-4.42955,41.953236,381520.07,4645572.32,"41.953236, -4.42955",0,0,0,0.1,0.1591623036649214,0.0004,1,0.003651504196,1.0
TABANERA DE CERRATO,178,PALENCIA,34,138,-4.122571,42.025737,407068.18,4653243.25,"42.025737, -4.122571",0,0,0,0.15,0.1591623036649214,0.0004,1,0.0007542351504,1.0
TRIOLLO,185,PALENCIA,34,74,-4.681282,42.92443,362792.18,4753794.13,"42.92443, -4.681282",0,0,0,0.96,0.959162303664922,0.0028,1,0.0002527239812,0.6951999999999999
VALBUENA DE PISUERGA,186,PALENCIA,34,52,-4.23816,42.14572,397692.0,4666697.42,"42.14572, -4.23816",0,0,0,0.14,0.1591623036649214,0.0004,1,0.0004472042352,0.3564
VALLE DEL RETORTILLO,902,PALENCIA,34,168,-4.771892,42.190945,353693.35,4672496.65,"42.190945, -4.771892",0,0,0,0.14,0.1591623036649214,0.0004,0,0.0006775218844,0.9994
VELILLA DEL RÍO CARRIÓN,199,PALENCIA,34,1129,-4.843214,42.827834,349341.83,4743344.05,"42.827834, -4.843214",0,0,0,0.94,0.1591623036649214,0.0004,1,0.001517536066,0.9963
VILLABASTA DE VALDAVIA,202,PALENCIA,34,33,-4.602222,42.560865,368477.89,4713295.44,"42.560865, -4.602222",0,0,0,0.22,0.1591623036649214,0.0004,0,0.0007459347649,1.0
VILLALBA DE GUARDO,214,PALENCIA,34,201,-4.822565,42.720354,350771.74,4731371.87,"42.720354, -4.822565",0,0,0,0.28,0.1591623036649214,0.0004,1,0.001575751835,1.0
VILLALOBÓN,217,PALENCIA,34,1900,-4.503893,42.029868,375507.95,4654186.45,"42.029868, -4.503893",0,0,0,0.08,0.8091623036649214,0.0024,1,0.02699640451,0.9999
VILLAMEDIANA,221,PALENCIA,34,183,-4.363358,42.050401,387177.95,4656271.39,"42.050401, -4.363358",0,0,0,0.11,0.1591623036649214,0.0004,0,0.0007914976417,0.9263
AMAVIDA,12,ÁVILA,5,133,-5.061232,40.571482,325523.49,4493230.98,"40.571482, -5.061232",0,0,0,0.78,0.1088709677419354,0.0002,1,0.002406539058,0.9085
AVELLANEDA,18,ÁVILA,5,23,-5.388061,40.388659,297306.68,4473634.0,"40.388659, -5.388061",0,0,0,0.86,0.1088709677419354,0.0002,1,0.0005803279687,0.6020000000000001
ÁVILA,19,ÁVILA,5,58111,-4.697713,40.65587,356476.52,4501942.04,"40.65587, -4.697713",0,1,0,0.07,274.9755376344086,0.8396,1,0.06871928703,0.9993
BERCIAL DE ZAPARDIEL,26,ÁVILA,5,173,-4.970729,41.046215,334369.91,4545758.27,"41.046215, -4.970729",0,0,0,0.19,0.1088709677419354,0.0002,1,0.002762387681,1.0
BONILLA DE LA SIERRA,38,ÁVILA,5,163,-5.264991,40.530831,308158.64,4489141.83,"40.530831, -5.264991",0,0,0,0.82,0.1088709677419354,0.0002,1,0.0008342709004,0.9675
CABEZAS DEL POZO,43,ÁVILA,5,82,-4.954812,41.001232,335595.85,4540734.24,"41.001232, -4.954812",0,0,0,0.18,0.1088709677419354,0.0002,1,0.001297192702,0.8228
CANDELEDA,47,ÁVILA,5,5031,-5.239149,40.152483,309284.5,4447085.24,"40.152483, -5.239149",0,0,0,0.88,14.85887096774194,0.0453,1,0.006374113899,0.9762
CARDEÑOSA,49,ÁVILA,5,419,-4.743634,40.742284,352784.61,4511611.05,"40.742284, -4.743634",0,0,0,0.1,0.1088709677419354,0.0002,1,0.002778913051,1.0
CRESPOS,65,ÁVILA,5,482,-4.969946,40.873201,334002.65,4526549.17,"40.873201, -4.969946",0,0,0,0.15,0.1088709677419354,0.0002,1,0.003938922658,1.0
EL BARCO DE ÁVILA,21,ÁVILA,5,2297,-5.527042,40.355763,285404.7,4470310.12,"40.355763, -5.527042",0,0,0,0.89,23.9255376344086,0.073,0,0.04925090101,1.0
EL HOYO DE PINARES,102,ÁVILA,5,2183,-4.422706,40.502126,379450.46,4484462.92,"40.502126, -4.422706",0,0,0,0.77,0.1088709677419354,0.0002,0,0.00728480449,0.999
FONTIVEROS,74,ÁVILA,5,725,-4.967436,40.930272,334356.73,4532880.21,"40.930272, -4.967436",0,0,0,0.17,0.1088709677419354,0.0002,1,0.005339183722,1.0
FRESNEDILLA,75,ÁVILA,5,97,-4.621118,40.231956,362088.14,4454762.92,"40.231956, -4.621118",0,0,0,0.82,0.1088709677419354,0.0002,1,0.001127633384,1.0
HORCAJO DE LAS TORRES,99,ÁVILA,5,441,-5.09062,41.064882,324342.79,4548065.33,"41.064882, -5.09062",0,0,0,0.21,0.1088709677419354,0.0002,1,0.002572425142,1.0
HOYORREDONDO,103,ÁVILA,5,59,-5.409823,40.462352,295682.69,4481865.03,"40.462352, -5.409823",0,0,0,0.86,0.1088709677419354,0.0002,1,0.0008933969507,1.0
JUNCIANA,108,ÁVILA,5,40,-5.557415,40.411024,283002.68,4476519.1,"40.411024, -5.557415",0,0,0,0.89,0.1088709677419354,0.0002,1,0.0007226925835,1.0
