AÑO;NOMBRE;T.RED;DESCRIPCIÓN;LONG.;IMD;ASV;ACV;MUERTOS;HERIDOS;IM;IP;IAT;IL;IG
2022;BU-561;CL;DE VILLARCAYO (CL-629) A SANTELICES (BU-525);20.2;460.00000000000006;14.0;2.0;0.0;2.0;0.0;58.96956580708696;471.75652645669567;0.0;0.0
2022;BU-574;CL;DE CRUCE CON N-623 A LÍMITE DE C.A. DE CANTABRIA;4.23;181.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022;BU-811;CP;DE BELORADO (N-120) A LÍMITE DE C.A. DE LA RIOJA (ALTO DE LA PRADILLA);24.6;389.0955284552845;12.0;0.0;0.0;0.0;0.0;0.0;343.4765045970395;0.0;0.0
2022;CL-116;B;DE EL BURGO DE OSMA (N-122) A LÍMITE C.A. ARAGÓN_x000D_;86.35;1771.105500868558;203.0;4.0;1.0;3.0;1.7914321404322862;7.165728561729145;370.8264530694832;25.0;25.0
2022;CL-127;B;DE PUEBLA DE ARGANZÓN  (N-1) A LÍMITE C.A. PAÍS VASCO_x000D_;33.18;1437.4177215189873;49.0;1.0;0.0;1.0;0.0;5.744440811660075;287.2220405830038;0.0;0.0
2022;CL-507;B;DE AP-6 (SANCHIDRIÁN) A N-501 (SAN PEDRO DEL ARROYO);27.962;1433.9824404549036;6.0;3.0;0.0;4.0;0.0;20.498228290128864;61.49468487038659;0.0;0.0
2022;CL-607;B;DE CL-601 A  CL-605;5.535;4158.197831978319;10.0;1.0;0.0;1.0;0.0;11.903765495819732;130.94142045401705;0.0;0.0
2022;CL-621;B;DE MAYORGA DE CAMPOS (N-601) A HOSPITAL DE ÓRBIGO;61.25;2118.6261224489795;28.0;8.0;3.0;13.0;6.333852922160784;16.890274459095426;76.00623506592942;18.75;37.5
2022;CL-627;B;DE CERVERA DE PISUERGA A LÍMITE DE C.A. DE CANTABRIA;29.674;691.0;8.0;0.0;0.0;0.0;0.0;0.0;106.89145355008303;0.0;0.0
2022;LE-106;CL;DE CRUCE CON N-VI A BEMBIBRE;13.415;848.0;4.0;1.0;0.0;2.0;0.0;24.083555680747228;120.41777840373615;0.0;0.0
2022;LE-495;CP;DE PIEDRAFITA, CRUCE CON CL-626, A LÍMITE DE C.A. DE ASTURIAS;9.82;189.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022;LE-541;CL;DE VALDERAS (LE-512) A LÍMITE DE PROVINCIA DE VALLADOLID;5.2;212.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022;LE-715;CP;DE FRESNEDO (CL-631) A FABERO (LE-711);14.1;1370.0;24.0;4.0;0.0;5.0;0.0;56.73191546093617;397.12340822655324;0.0;0.0
2022;LE-932;CL;DE ALBIRES (N-601) A LÍMITE DE PROVINCIA DE VALLADOLID;2.65;285.00000000000006;1.0;0.0;0.0;0.0;0.0;0.0;362.7575011449533;0.0;0.0
2022;P-223;CL;DE PUEBLA DE VALDAVIA A P-222;29.05;236.78258175559378;18.0;1.0;0.0;1.0;0.0;39.830086285787935;756.7716394299708;0.0;0.0
2022;P-405;CP;DE PALENCIA A LÍMITE DE PROVINCIA DE BURGOS;35.421;1646.387114988284;40.0;2.0;0.0;2.0;0.0;9.396029133886056;197.31661181160717;0.0;0.0
2022;VA-102;CL;DE VALORIA LA BUENA (VA-103) A LÍMITE DE PROVINCIA DE PALENCIA;3.1;527.9999999999999;6.0;0.0;0.0;0.0;0.0;0.0;1004.2983971397582;0.0;0.0
2022;VA-200;CL;DE ALDEAMAYOR DE SAN MARTÍN (CL-601) A CRUCE CON CL-600;6.7;1313.0;14.0;1.0;0.0;1.0;0.0;31.14351351464983;467.1527027197474;0.0;0.0
2022;VA-504;CL;DE CRUCE CON N-601 A LÍMITE DE PROVINCIA DE ZAMORA;14.0;172.00000000000003;1.0;0.0;0.0;0.0;0.0;0.0;113.77599781550083;0.0;0.0
2022;VA-542;CL;DE MAYORGA (N-601) A LÍMITE DE PROVINCIA DE LEÓN;10.598;229.99999999999997;3.0;2.0;1.0;1.0;112.39717204219255;224.7943440843851;561.9858602109628;50.0;50.0
2022;VA-601;CL;DE A-601 (PORTILLO NORTE, ENLACE PK 20) A A-601 (VILORIA ENLACE PK 45);18.26;694.7809419496166;12.0;0.0;0.0;0.0;0.0;0.0;259.14313673979143;0.0;0.0
2022;ZA-715;CP;DE VILLALPANDO (N-VI) A VILLAFÁFILA;15.02;256.0;2.0;1.0;0.0;2.0;0.0;71.25202925779327;213.7560877733798;0.0;0.0
2022;AV-502;CP;DE NAVALPERAL DE PINARES (CL-505) A CRUCE CON N-403;31.532;975.1035773182798;10.0;10.0;0.0;10.0;0.0;89.10557312865473;178.21114625730945;0.0;0.0
2022;AV-901;CL;DE BURGOHONDO (CRUCE CON AV-902) A LÍMITE DE C.A. DE CASTILLA LA MANCHA;43.782;139.31793887899138;3.0;2.0;0.0;2.0;0.0;89.8327084547675;224.58177113691875;0.0;0.0
2022;AV-922;CP;DE MOMBELTRÁN (N-502) A LÍMITE DE C.A. DE CASTILLA LA MANCHA;35.75;301.9433566433567;4.0;2.0;0.0;2.0;0.0;50.76163551070821;152.28490653212464;0.0;0.0
2022;A-231;B;DE LEÓN A BURGOS;157.0;8682.133031847134;130.0;16.0;1.0;23.0;0.20099305305421417;3.2158888488674267;29.34498574591527;4.166666666666666;6.25
2022;BU-120;CP;DE N-122 A ROA DE DUERO (BU-130);14.9;1729.0;48.0;0.0;0.0;0.0;0.0;0.0;510.46634131172726;0.0;0.0
2022;AV-104;CL;DE PIEDRAHÍTA (CRUCE CON AV-102) A LÍMITE DE PROVINCIA DE SALAMANCA;9.466;442.193640397211;1.0;0.0;0.0;0.0;0.0;0.0;65.4527869166686;0.0;0.0
2022;AV-925;CP;DE RAMACASTAÑAS (CRUCE CON N-502) A ARENAS DE SAN PEDRO (CRUCE CON AV-924);4.578;3939.0;5.0;0.0;0.0;0.0;0.0;0.0;75.96531984423834;0.0;0.0
2022;BU-404;CL;DE VILLASANDINO (N-120) A CASTROJERIZ (BU-400);10.7;372.0;2.0;0.0;0.0;0.0;0.0;0.0;137.66083948333133;0.0;0.0
2022;BU-532;CL;DE PEDROSA DE TOBALINA (BU-550) A BARCINA DEL BARCO (BU-530);13.6;319.00000000000006;8.0;0.0;0.0;0.0;0.0;0.0;505.2048732062069;0.0;0.0
2022;BU-535;CP;DE MIRANDA DE EBRO (N-I) A LÍMITE DE C.A. DE EL PAIS VASCO;3.05;3027.0;9.0;0.0;0.0;0.0;0.0;0.0;267.0775506406857;0.0;0.0
2022;BU-704;CL;DE VILLALÓMEZ (BU-703) A TOSANTOS (N-120);7.8;60.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022;BU-710;CP;DE BRIVIESCA, (N-I) A BELORADO (BU-P-7101);21.4;317.00000000000006;4.0;0.0;0.0;0.0;0.0;0.0;161.54521226435097;0.0;0.0
2022;BU-901;CP;DE CUEVAS DE SAN CLEMENTE (N-234) A SANTO DOMINGO DE SILOS (BU-910);28.44;438.2208157524613;30.0;2.0;0.0;2.0;0.0;43.96575507337335;703.4520811739736;0.0;0.0
2022;CL-600;B;DE SIMANCAS A TUDELA DE DUERO;26.8;3241.932835820896;54.0;5.0;0.0;7.0;0.0;15.766610273706148;186.04600122973255;0.0;0.0
2022;CL-601;B;DE SEGOVIA A LÍMITE DE C.A. DE MADRID;24.075;6822.1588785046715;43.0;13.0;0.0;17.0;0.0;21.685146613078167;93.41293925633671;0.0;0.0
2022;CL-602;B;DE TORO (N-122) A CUÉLLAR;112.026;1870.909092532091;73.0;12.0;0.0;19.0;0.0;15.686168165785675;111.11035784098186;0.0;0.0
2022;CL-624;B;DE PUENTE DE VILLARENTE (N-601) A BOÑAR;37.4;2241.3743315508023;48.0;6.0;0.0;7.0;0.0;19.609765022395493;176.48788520155946;0.0;0.0
2022;P-410;CL;DE VILLALOBÓN (P-405) A VALDEOLMILLOS;9.765;61.0;1.0;0.0;0.0;0.0;0.0;0.0;459.9441006937222;0.0;0.0
2022;P-903;CL;DE CRUCE CON P-901 A DUEÑAS (N-620);13.233;166.0;2.0;1.0;0.0;1.0;0.0;124.72133045431603;374.1639913629481;0.0;0.0
2022;P-983;CL;DE AMUSCO (N-611) A VILLOLDO;13.908;349.0;3.0;0.0;0.0;0.0;0.0;0.0;169.33170499450299;0.0;0.0
2022;SA-314;CL;DE VITIGUDINO A ALDEADÁVILA DE LA RIBERA;29.4;653.0000000000001;9.0;1.0;0.0;2.0;0.0;14.270744274969841;142.7074427496984;0.0;0.0
2022;SA-315;CP;DE CRUCE CON N-620 A LÍMITE DE PROVINCIA DE ZAMORA;65.645;519.0840124914312;18.0;1.0;0.0;1.0;0.0;8.040218103619605;152.7641439687725;0.0;0.0
2022;SA-316;CL;DE TRABANCA, CRUCE CON SA-315, A LÍMITE DE PROVINCIA DE ZAMORA;7.755;70.0;1.0;0.0;0.0;0.0;0.0;0.0;504.6930141654712;0.0;0.0
2022;SG-114;CL;DE CRUCE CON SG-112 A CENTRO INVERNAL DE LA PINILLA;5.6;60.00000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022;SG-333;CL;DE CRUCE CON CL-601 A LÍMITE DE PROVINCIA DE ÁVILA (SG-344);19.3;1635.5129533678755;15.0;0.0;0.0;0.0;0.0;0.0;130.19283902931343;0.0;0.0
2022;SG-500;CL;DE CRUCE CON N-VI A LÍMITE DE PROVINCIA DE ÁVILA;19.6;1345.938775510204;19.0;0.0;0.0;0.0;0.0;0.0;197.32374990730975;0.0;0.0
2022;SO-100;CP;DE CRUCE CON N-111 A BERLANGA DE DUERO (SO-152);45.682;1373.5133312902237;129.0;4.0;1.0;6.0;4.366456591578724;17.465826366314896;580.7387266799703;14.285714285714285;25.0
2022;VA-931;CL;DE BECILLA DE VALDERADUEY (N-601) A LÍMITE DE PROVINCIA DE PALENCIA;24.5;198.08571428571432;1.0;0.0;0.0;0.0;0.0;0.0;56.453113008123886;0.0;0.0
2022;ZA-110;CP;DE LÍMITE DE PROVINCIA DE LEÓN A CAMARZANA DE TERA (N-525);17.736;745.9242219215155;9.0;0.0;0.0;0.0;0.0;0.0;186.37997748231663;0.0;0.0
2022;ZA-123;CL;DE CRUCE CON N-630 A TÁBARA;20.08;418.0;12.0;0.0;0.0;0.0;0.0;0.0;391.69532788424203;0.0;0.0
2022;ZA-504;CL;DE VILLAMAYOR DE CAMPOS A LÍMITE DE PROVINCIA DE VALLADOLID;11.511;227.25323603509685;2.0;0.0;0.0;0.0;0.0;0.0;209.46622267088955;0.0;0.0
2022;ZA-510;CL;DE FUENTES DE ROPEL A LÍMITE DE PROVINCIA DE LEÓN;7.003;65.99999999999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022;AV-903;CL;DE BURGOHONDO A CRUCE CON AV-905;6.851;225.99999999999997;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022;AV-927;CP;DE AV-925 (RAMACASTAÑAS) A CL-501;0.425;1106.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022;A-610;B;DE PALENCIA A MAGAZ (N-620);7.55;9494.000000000002;13.0;3.0;1.0;2.0;3.822178423454981;11.466535270364943;61.154854775279695;33.33333333333333;33.33333333333333
2022;BU-400;CP;DE MELGAR DE FERNAMENTAL (N-120) A  N-620 (ESTACIÓN DE VILLAQUIRÁN);31.15;554.0304975922953;22.0;0.0;0.0;0.0;0.0;0.0;349.25134996560865;0.0;0.0
2022;BU-627;CP;DE VILLANUEVA DE ARGAÑO (N-120) A LÍMITE DE PROVINCIA DE PALENCIA;43.53;703.616815988973;36.0;0.0;0.0;0.0;0.0;0.0;322.0214186106161;0.0;0.0
2022;BU-642;CP;DE CILLERUELO DE BEZANA (N-623)  A LÍMITE DE C.A. DE CANTABRIA;10.0;353.0;5.0;0.0;0.0;0.0;0.0;0.0;388.06317668516436;0.0;0.0
2022;CL-612;B;DE VILLAMARTÍN DE CAMPOS A ZAMORA;118.33;1083.2027381052987;26.0;8.0;1.0;8.0;2.137482274206841;17.09985819365473;72.6743973230326;11.11111111111111;12.5
2022;CL-613;B;DE PALENCIA A SAHAGÚN;59.82;1853.5533266466064;23.0;6.0;0.0;10.0;0.0;14.825416122127075;71.6561779236142;0.0;0.0
2022;CL-625;B;DE SANTA MARÍA DEL PÁRAMO A SANTA MARÍA DEL PÁRAMO;5.13;2876.0;1.0;0.0;0.0;0.0;0.0;0.0;18.569529014721958;0.0;0.0
2022;LE-125;CP;DE LE-125, A LÍMITE DE PROVINCIA DE ZAMORA;32.64;943.5686274509803;76.0;1.0;1.0;0.0;8.895768916105355;8.895768916105355;684.9742065401124;100.0;100.0
2022;LE-331;CP;DE BOÑAR A LÍMITE DE C.A. DE ASTURIAS;41.6;860.9326923076923;19.0;4.0;0.0;5.0;0.0;30.598814204153147;175.9431816738806;0.0;0.0
2022;LE-463;CP;DE SAN ROMÁN, CRUCE CON N-VI, A TORENO, CRUCE CON CL-631;13.416;1262.0;26.0;2.0;0.0;2.0;0.0;32.363443646978986;453.0882110577058;0.0;0.0
2022;LE-497;CP;DE CABOALLES DE ABAJO (CL-626) A LÍMITE DE C.A. DE ASTURIAS;10.4;427.00000000000006;3.0;0.0;0.0;0.0;0.0;0.0;185.08327513492569;0.0;0.0
2022;P-101;CL;DE CRUCE CON P-120 A CUBILLAS DE CERRATO;10.088;12.000000000000002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022;P-102;CL;DE DUEÑAS (N-620) A LÍMITE DE PROVINCIA DE VALLADOLID;5.55;851.9347747747748;4.0;1.0;0.0;2.0;0.0;57.943911186307886;289.71955593153945;0.0;0.0
2022;P-113;CL;DE CASTRILLO DE DON JUAN (P-140) A  CL-619;7.107;104.99999999999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022;P-121;CL;DE CRUCE CON N-620 A VALLE DE CERRATO;14.466;56.99999999999999;3.0;0.0;0.0;0.0;0.0;0.0;996.7932165430593;0.0;0.0
2022;P-236;CL;DE VILLAHERREROS (N-120) A VILLAELES DE VALDAVIA (P-230);23.59;383.3442136498516;13.0;1.0;0.0;2.0;0.0;30.296348122127064;424.14887370977885;0.0;0.0
2022;P-413;CL;DE QUINTANA DEL PUENTE (N-620) A CRUCE CON P-412;5.16;244.99999999999997;5.0;0.0;0.0;0.0;0.0;0.0;1083.5809315761985;0.0;0.0
2022;P-420;CL;DE AMUSCO (N-611) A CRUCE CON P-430;5.525;21.999999999999996;1.0;0.0;0.0;0.0;0.0;0.0;2253.9909727661543;0.0;0.0
2022;P-627;CP;DE HERRERA DE PISUERGA (N-611) A LÍMITE DE PROVINCIA DE BURGOS;3.518;353.0;1.0;1.0;0.0;1.0;0.0;220.61579117974097;441.23158235948193;0.0;0.0
2022;P-921;CL;DE TORREMORMOJÓN A AMPUDIA;4.368;165.99999999999997;3.0;0.0;0.0;0.0;0.0;0.0;1133.5421469106896;0.0;0.0
2022;P-931;CL;DE VILLADA A LÍMITE DE PROVINCIA DE VALLADOLID;4.433;168.00000000000003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022;P-970;CL;DE FRECHILLA A LEDIGOS;25.549;186.33339856745863;1.0;1.0;0.0;1.0;0.0;57.54962844003191;115.09925688006382;0.0;0.0
2022;SA-100;CP;DE CRUCE CON N-630 A LÍMITE DE PROVINCIA DE ÁVILA;5.505;1618.9999999999998;2.0;0.0;0.0;0.0;0.0;0.0;61.47987263860325;0.0;0.0
2022;SA-105;CP;DE PEÑARANDA DE BRACAMONTE (N-501) A LÍMITE DE PROVINCIA DE ÁVILA;23.005;1088.5159747880896;5.0;0.0;0.0;0.0;0.0;0.0;54.704127447750544;0.0;0.0
2022;SA-324;CP;DE CIUDAD RODRIGO A LUMBRALES;46.255;601.3959571938169;17.0;3.0;0.0;3.0;0.0;29.546714835953612;196.97809890635742;0.0;0.0
2022;SA-605;CP;DE SALAMANCA A LÍMITE DE PROVINCIA DE ZAMORA;25.445;2518.717822754962;7.0;2.0;0.0;4.0;0.0;8.549784349590892;38.474029573159015;0.0;0.0
2022;SA-810;CP;DE ENCINAS DE ABAJO, CRUCE CON N-501, A CANTALAPIEDRA;31.145;953.3397013966929;6.0;3.0;0.0;4.0;0.0;27.681675650443083;83.04502695132925;0.0;0.0
2022;SG-203;CL;DE CRUCE CON SG-223 A LÍMITE DE PROVINCIA DE VALLADOLID;5.3;463.0;7.0;0.0;0.0;0.0;0.0;0.0;781.5347891837818;0.0;0.0
2022;SG-241;CL;DE SEPÚLVEDA (SG-232) A LÍMITE DE PROVINCIA DE VALLADOLID;39.78;389.44117647058823;18.0;0.0;0.0;0.0;0.0;0.0;318.3266459536824;0.0;0.0
2022;SG-343;CP;DE NAVA DE LA ASUNCIÓN (SG-342) A LÍMITE DE PROVINCIA DE VALLADOLID;17.1;861.6315789473683;4.0;1.0;0.0;2.0;0.0;18.59471034415369;92.97355172076844;0.0;0.0
2022;SG-723;CL;DE CRUCE CON N-110 A OTERO DE HERREROS (N-603);8.3;1602.0;1.0;1.0;0.0;3.0;0.0;20.60471118479356;41.20942236958712;0.0;0.0
2022;SO-810;CL;DE CRUCE CON N-234 A CRUCE CON SO-820;12.031;748.0;7.0;1.0;0.0;1.0;0.0;30.444147043013885;243.55317634411108;0.0;0.0
2022;SO-820;CP;DE CRUCE CON N-111 A MOLINOS DE DUERO (CL-117);38.0;752.8667368421052;39.0;1.0;0.0;1.0;0.0;9.576469489802976;383.0587795921191;0.0;0.0
2022;SO-830;CP;DE VINUESA (SO-820) A LÍMITE DE C.A. DE LA RIOJA;31.478;428.8719740771332;6.0;1.0;0.0;1.0;0.0;20.294218764794486;142.0595313535614;0.0;0.0
2022;VA-130;CP;DE CRUCE CON N-122 A LÍMITE DE PROVINCIA DE BURGOS;1.12;733.9999999999999;2.0;0.0;0.0;0.0;0.0;0.0;666.5351370662856;0.0;0.0
2022;VA-511;CL;DE CASTROMONTE (VA-515) A VILLABRÁGIMA (VA-505);8.0;771.0;1.0;0.0;0.0;0.0;0.0;0.0;44.41838565819164;0.0;0.0
2022;VA-610;CL;DE CRUCE CON N-620 A LÍMITE DE PROVINCIA DE ZAMORA;24.0;364.43125;8.0;4.0;0.0;6.0;0.0;125.29688509594335;375.8906552878301;0.0;0.0
2022;ZA-102;CL;DE PORTO A LÍMITE DE C.A. DE GALICIA (N-525);18.64;192.0;3.0;0.0;0.0;0.0;0.0;0.0;229.65782820859545;0.0;0.0
2022;ZA-103;CL;DE CRUCE CON ZA-104 A SAN MARTÍN DE CASTAÑEDA;16.727;537.0;6.0;0.0;0.0;0.0;0.0;0.0;183.00630114943192;0.0;0.0
2022;ZA-105;CP;DE CAMARZANA DE TERA (N-525) A CRUCE CON N-631;10.371;582.0;9.0;0.0;0.0;0.0;0.0;0.0;408.51313596456913;0.0;0.0
2022;ZA-106;CL;CRUZE N-525 CON LIMITE C.A. GALICIA;17.048;49.00000000000001;0.0;1.0;0.0;2.0;0.0;327.97264235882125;327.97264235882125;0.0;0.0
2022;ZA-320;CL;DE PUEBLICA DE CAMPEÁN (ZA-320) A CARBELLINO;35.09;313.0548874323169;8.0;0.0;0.0;0.0;0.0;0.0;199.52313770565212;0.0;0.0
2022;ZA-330;CP;DE CRUCE CON CL-527 A PUEBLICA DE CAMPEÁN (ZA-320);9.086;1122.2324455205812;4.0;0.0;0.0;0.0;0.0;0.0;107.47601956091499;0.0;0.0
2022;ZA-512;CP;DE VILLALPANDO (CL-612) A LÍMITE DE PROVINCIA DE LEÓN;18.715;518.5923590702645;5.0;0.0;0.0;0.0;0.0;0.0;141.14360146484927;0.0;0.0
2022;ZA-611;CL;DE CRUCE CON CL-602 A CRUCE CON ZA-602;37.5;337.75002666666666;11.0;0.0;0.0;0.0;0.0;0.0;237.9431249696609;0.0;0.0
2022;ZA-702;CL;DE CRUCE CON N-630 A CASTRONUEVO (CL-612);20.597;181.4174879836869;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022;AV-926;CL;DE CL-501 A POYALES DEL HOYO;2.06;286.00000000000006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022;AV-941;CP;DE VENTA RASQUILLA (CRUCE CON N-502) A EL BARCO DE ÁVILA (N-110);52.104;680.1372639336711;30.0;3.0;0.0;5.0;0.0;23.193204383693754;255.1252482206313;0.0;0.0
2022;BU-403;CL;DE CASTRILLO MATAJUDÍOS (BU-400) A LÍMITE DE PROVINCIA DE PALENCIA;7.15;104.0;2.0;0.0;0.0;0.0;0.0;0.0;736.8816641735505;0.0;0.0
2022;BU-406;CP;DE VILLANUEVA DE ARGAÑO (N-120) A ESTEPAR (N-620);12.1;457.0;11.0;0.0;0.0;0.0;0.0;0.0;545.0021936338294;0.0;0.0
2022;BU-504;CL;DE CRUCE CON BU-530 A CRUCE CON N-I (CALZADA DE BUREBA);27.94;394.9570508231926;3.0;0.0;0.0;0.0;0.0;0.0;74.48213502543503;0.0;0.0
2022;BU-601;CL;DE LA NUEZ DE ARRIBA (N-627) A MELGAR DE FERNAMENTAL;46.72;406.84075342465746;26.0;0.0;0.0;0.0;0.0;0.0;374.75997344393176;0.0;0.0
2022;BU-611;CL;DE CRUCE CON N-623 A LÍMITE DE C.A. DE CANTABRIA;1.2;180.99999999999997;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022;BU-703;CL;DE CASTIL DE PEONES (N-I) A VILLAFRANCA MONTES DE OCA (N-120);12.7;476.99999999999994;2.0;0.0;0.0;0.0;0.0;0.0;90.45134542984401;0.0;0.0
2022;BU-822;CL;DE QUINTANAR DE LA SIERRA (CL-117) A LÍMITE DE C.A. DE LA RIOJA;17.4;260.0;1.0;0.0;0.0;0.0;0.0;0.0;60.55981492920558;0.0;0.0
2022;BU-922;CL;DE CALERUEGA (BU-910) A BU-925 POR PEÑALBA DE CASTRO;13.55;78.0;3.0;0.0;0.0;0.0;0.0;0.0;777.6684721536362;0.0;0.0
2022;BU-925;CP;DE ARANDA DE DUERO A LA GALLEGA (N-234);52.8;1082.1117424242425;70.0;2.0;0.0;2.0;0.0;9.590275843905314;345.24993038059125;0.0;0.0
2022;BU-930;CL;DE SAN JUAN DEL MONTE (BU-925) A CRUCE CON BU-945;16.9;317.0;12.0;0.0;0.0;0.0;0.0;0.0;613.6806288385404;0.0;0.0
2022;BU-950;CP;DE N-1 A BU-925 (VARIANTE DE ARANDA);3.52;1437.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022;CL-510;B;DE SALAMANCA A PIEDRAHÍTA;63.302;2817.209945973271;35.0;14.0;0.0;20.0;0.0;21.507925657700106;75.27773980195037;0.0;0.0
2022;CL-527;B;DE ZAMORA A LA FRONTERA CON PORTUGAL;72.088;1443.2280129841306;53.0;5.0;0.0;13.0;0.0;13.166768908668093;152.73451934054987;0.0;0.0
2022;CL-620;B;DE LÍMITE DE C.A. DEL PAÍS VASCO (VIZCAYA)  A LÍMITE DE C.A. DEL PAÍS VASCO (ÁLAVA);4.7;667.0;1.0;1.0;0.0;1.0;0.0;87.39436752040768;174.78873504081537;0.0;0.0
2022;CL-631;B;DE PONFERRADA A VILLABLINO;61.05;2559.664373464373;94.0;10.0;1.0;13.0;1.7532281837710606;17.532281837710606;182.3357311121903;7.142857142857142;10.0
2022;CL-635;B;DE BURÓN (N-625) A LÍMITE DE C.A. DE ASTURIAS;21.71;242.99999999999997;7.0;2.0;0.0;2.0;0.0;103.86543256875652;467.39444655940434;0.0;0.0
2022;LE-234;CL;DE PUENTE ALMUHEY (CL-626) A BOCA DE HUÉRGANO (N-621);29.2;849.0;8.0;1.0;0.0;1.0;0.0;11.051382074790892;99.46243867311803;0.0;0.0
2022;LE-412;CL;DE VILLAQUEJIDA (N-630) A CEBRONES (N-VI);21.1;442.7725118483412;10.0;0.0;0.0;0.0;0.0;0.0;293.2540569865946;0.0;0.0
2022;LE-413;CL;DE VILLANUEVA DE CARRIZO (LE-441) A CRUCE CON N-VI (VALCABADO);44.91;949.5351592073035;24.0;1.0;0.0;1.0;0.0;6.424702617669785;160.6175654417446;0.0;0.0
2022;LE-451;CP;DE ASTORGA, CRUCE CON N-120, A CRUCE CON LE-493 (RIELLO);49.4;513.1939271255061;26.0;1.0;0.0;2.0;0.0;10.80683891780877;291.7846507808368;0.0;0.0
2022;LE-493;CP;DE LA MAGDALENA (CL-626) A RIOSCURO (CL-626);53.94;669.0;28.0;1.0;0.0;2.0;0.0;7.59224257755603;220.17503474912488;0.0;0.0
2022;LE-542;CL;DE VALDERAS (LE-512) A LÍMITE DE PROVINCIA DE VALLADOLID POR GORDONCILLO;8.0;229.99999999999997;3.0;0.0;0.0;0.0;0.0;0.0;446.6944609886838;0.0;0.0
2022;P-240;CL;DE VILLASARRACINO A SALDAÑA;23.996;399.1369811635273;6.0;3.0;0.0;4.0;0.0;85.81586190441706;257.44758571325116;0.0;0.0
2022;P-411;CL;DE CRUCE CON P-405 A TORQUEMADA (P-412);15.665;61.00000000000001;0.0;1.0;0.0;2.0;0.0;286.71268070693884;286.71268070693884;0.0;0.0
2022;P-905;CP;DE CRUCE CON N-120 A LÍMITE DE PROVINCIA DE VALLADOLID;26.715;314.8116413999626;5.0;0.0;0.0;0.0;0.0;0.0;162.8812815233408;0.0;0.0
2022;SA-102;CP;DE CRUCE CON N-630 (SORIHUELA) A LÍMITE DE PROVINCIA DE ÁVILA;22.2;1124.2522522522522;15.0;3.0;1.0;4.0;10.977170120669836;32.93151036200951;197.58906217205706;20.0;33.33333333333333
2022;SA-601;CL;DE PEDROSILLO EL RALO, CRUCE CON N-620, A CRUCE CON N-630;15.325;511.61859706362156;0.0;4.0;0.0;5.0;0.0;139.7720455961222;139.7720455961222;0.0;0.0
2022;SA-801;CL;DE PEÑARANDA DE BRACAMONTE A CRUCE CON CL-605;27.575;850.0761559383499;3.0;3.0;0.0;4.0;0.0;35.06348141040867;70.12696282081734;0.0;0.0
2022;SA-804;CL;DE SALAMANCA A CANTALPINO, CRUCE CON SA-801;28.12;1425.3758890469414;15.0;3.0;0.0;3.0;0.0;20.506128083784596;123.03676850270756;0.0;0.0
2022;SG-205;CP;DE CEREZO DE ABAJO (N-I) A CRUCE CON CL-601 (CUÉLLAR);64.9;2607.9395993836665;71.0;12.0;5.0;23.0;8.09347285176941;19.424334844246587;134.35164933937224;17.857142857142858;41.66666666666667
2022;SG-231;CL;DE CRUCE CON CL-603 A CRUCE CON SG-205;9.5;443.0;9.0;1.0;1.0;2.0;65.09982244023429;65.09982244023429;650.9982244023429;33.33333333333333;100.0
2022;SG-313;CL;DE CRUCE CON CL-605 A CRUCE CON N-110;15.0;1118.0;5.0;3.0;0.0;9.0;0.0;49.01119905898498;130.69653082395993;0.0;0.0
2022;SG-722;CL;DE CRUCE CON N-110 A CRUCE CON N-603;9.25;340.99999999999994;1.0;1.0;0.0;3.0;0.0;86.85823975262774;173.71647950525548;0.0;0.0
2022;SO-110;CL;DE ALMAZÁN (N-111) A CRUCE CON N-122;40.28;361.7542204568024;30.0;1.0;0.0;2.0;0.0;18.80200081115592;582.8620251458335;0.0;0.0
2022;SO-380;CP;DE MATALEBRERAS (N-122) A ÓLVEGA;8.87;278.0;9.0;0.0;0.0;0.0;0.0;0.0;999.9567796458576;0.0;0.0
2022;SO-800;CP;DE TOLEDILLO (N-234) A EL ROYO (SO-820);14.616;556.0;20.0;0.0;0.0;0.0;0.0;0.0;674.26995039369;0.0;0.0
